State,Level,Name,TRU,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT
19,DISTRICT,Kolkata,Rural,0,0,0,0,0,0
19,DISTRICT,Kolkata,Urban,4496694,2356766,2139928,3588137,1926915,1661222
19,DISTRICT,South Twenty Four Parganas,Total,8161961,4173778,3988183,5531657,3043277,2488380
19,DISTRICT,South Twenty Four Parganas,Rural,6074188,3109219,2964969,3986878,2216852,1770026
19,DISTRICT,South Twenty Four Parganas,Urban,2087773,1064559,1023214,1544779,826425,718354
19,DISTRICT,Paschim Medinipur,Total,5913457,3007885,2905572,4078412,2266913,1811499
19,DISTRICT,Paschim Medinipur,Rural,5190771,2641721,2549050,3515817,1967008,1548809
19,DISTRICT,Paschim Medinipur,Urban,722686,366164,356522,562595,299905,262690
19,DISTRICT,Purba Medinipur,Total,5095875,2629834,2466041,3923194,2149073,1774121
19,DISTRICT,Purba Medinipur,Rural,4503161,2322562,2180599,3454187,1893682,1560505
19,DISTRICT,Purba Medinipur,Urban,592714,307272,285442,469007,255391,213616
20,STATE,JHARKHAND,Total,32988134,16930315,16057819,18328069,10882519,7445550
20,STATE,JHARKHAND,Rural,25055073,12776486,12278587,12643078,7682731,4960347
20,STATE,JHARKHAND,Urban,7933061,4153829,3779232,5684991,3199788,2485203
20,DISTRICT,Garhwa ,Total,1322784,683575,639209,653476,405161,248315
20,DISTRICT,Garhwa ,Rural,1253114,646947,606167,607528,378452,229076
20,DISTRICT,Garhwa ,Urban,69670,36628,33042,45948,26709,19239
20,DISTRICT,Chatra,Total,1042886,533935,508951,510061,303902,206159
20,DISTRICT,Chatra,Rural,979932,500211,479721,466597,278745,187852
20,DISTRICT,Chatra,Urban,62954,33724,29230,43464,25157,18307
20,DISTRICT,Kodarma,Total,716259,367222,349037,390249,238780,151469
20,DISTRICT,Kodarma,Rural,575013,293595,281418,296147,184511,111636
20,DISTRICT,Kodarma,Urban,141246,73627,67619,94102,54269,39833
20,DISTRICT,Giridih,Total,2445474,1258098,1187376,1253475,783736,469739
20,DISTRICT,Giridih,Rural,2237450,1149608,1087842,1113513,705100,408413
20,DISTRICT,Giridih,Urban,208024,108490,99534,139962,78636,61326
20,DISTRICT,Deoghar,Total,1492073,775022,717051,793538,489837,303701
20,DISTRICT,Deoghar,Rural,1233712,638136,595576,604892,382872,222020
20,DISTRICT,Deoghar,Urban,258361,136886,121475,188646,106965,81681
20,DISTRICT,Godda,Total,1313551,677927,635624,604519,376212,228307
20,DISTRICT,Godda,Rural,1249132,643907,605225,559346,350710,208636
20,DISTRICT,Godda,Urban,64419,34020,30399,45173,25502,19671
20,DISTRICT,Sahibganj,Total,1150567,589391,561176,483263,287303,195960
20,DISTRICT,Sahibganj,Rural,990901,505892,485009,384659,231109,153550
20,DISTRICT,Sahibganj,Urban,159666,83499,76167,98604,56194,42410
20,DISTRICT,Pakur,Total,900422,452661,447761,352881,206989,145892
20,DISTRICT,Pakur,Rural,832910,418251,414659,315553,186532,129021
20,DISTRICT,Pakur,Urban,67512,34410,33102,37328,20457,16871
20,DISTRICT,Dhanbad,Total,2684487,1405956,1278531,1722204,1014950,707254
20,DISTRICT,Dhanbad,Rural,1124093,581956,542137,649255,397144,252111
20,DISTRICT,Dhanbad,Urban,1560394,824000,736394,1072949,617806,455143
20,DISTRICT,Bokaro,Total,2062330,1072807,989523,1273520,759088,514432
20,DISTRICT,Bokaro,Rural,1078686,554954,523732,577178,357363,219815
20,DISTRICT,Bokaro,Urban,983644,517853,465791,696342,401725,294617
20,DISTRICT,Lohardaga,Total,461790,232629,229161,259707,149568,110139
20,DISTRICT,Lohardaga,Rural,404379,203255,201124,217404,126853,90551
20,DISTRICT,Lohardaga,Urban,57411,29374,28037,42303,22715,19588
20,DISTRICT,Purbi Singhbhum,Total,2293919,1176902,1117017,1507699,856526,651173
20,DISTRICT,Purbi Singhbhum,Rural,1019328,514498,504830,547997,327892,220105
20,DISTRICT,Purbi Singhbhum,Urban,1274591,662404,612187,959702,528634,431068
20,DISTRICT,Palamu,Total,1939869,1006302,933567,1024563,621706,402857
20,DISTRICT,Palamu,Rural,1713866,887551,826315,867814,532569,335245
20,DISTRICT,Palamu,Urban,226003,118751,107252,156749,89137,67612
20,DISTRICT,Latehar,Total,726978,369666,357312,350682,209706,140976
20,DISTRICT,Latehar,Rural,675120,342566,332554,316158,190161,125997
20,DISTRICT,Latehar,Urban,51858,27100,24758,34524,19545,14979
20,DISTRICT,Hazaribagh,Total,1734495,890881,843614,1013249,596113,417136
20,DISTRICT,Hazaribagh,Rural,1459188,746934,712254,808009,482336,325673
20,DISTRICT,Hazaribagh,Urban,275307,143947,131360,205240,113777,91463
20,DISTRICT,Ramgarh,Total,949443,494230,455213,596497,350031,246466
20,DISTRICT,Ramgarh,Rural,530488,272167,258321,301206,179912,121294
20,DISTRICT,Ramgarh,Urban,418955,222063,196892,295291,170119,125172
20,DISTRICT,Dumka,Total,1321442,668514,652928,672409,406275,266134
20,DISTRICT,Dumka,Rural,1231264,620928,610336,606660,369261,237399
20,DISTRICT,Dumka,Urban,90178,47586,42592,65749,37014,28735
20,DISTRICT,Jamtara,Total,791042,404830,386212,426312,258260,168052
20,DISTRICT,Jamtara,Rural,715296,365043,350253,371784,227285,144499
20,DISTRICT,Jamtara,Urban,75746,39787,35959,54528,30975,23553
20,DISTRICT,Ranchi,Total,2914253,1494937,1419316,1911433,1085244,826189
20,DISTRICT,Ranchi,Rural,1656918,840528,816390,953472,560352,393120
20,DISTRICT,Ranchi,Urban,1257335,654409,602926,957961,524892,433069
20,DISTRICT,Khunti,Total,531885,266335,265550,284575,164741,119834
20,DISTRICT,Khunti,Rural,486903,243494,243409,251733,147000,104733
20,DISTRICT,Khunti,Urban,44982,22841,22141,32842,17741,15101
20,DISTRICT,Gumla,Total,1025213,514390,510823,559720,321795,237925
20,DISTRICT,Gumla,Rural,960132,481135,478997,510005,295167,214838
20,DISTRICT,Gumla,Urban,65081,33255,31826,49715,26628,23087
20,DISTRICT,Simdega,Total,599578,300309,299269,343483,191991,151492
20,DISTRICT,Simdega,Rural,556634,278425,278209,311416,174914,136502
20,DISTRICT,Simdega,Urban,42944,21884,21060,32067,17077,14990
20,DISTRICT,Pashchimi Singhbhum,Total,1502338,749385,752953,727561,439273,288288
20,DISTRICT,Pashchimi Singhbhum,Rural,1284304,637657,646647,570404,351945,218459
20,DISTRICT,Pashchimi Singhbhum,Urban,218034,111728,106306,157157,87328,69829
20,DISTRICT,Saraikela-Kharsawan,Total,1065056,544411,520645,612993,365332,247661
20,DISTRICT,Saraikela-Kharsawan,Rural,806310,408848,397462,434348,264546,169802
20,DISTRICT,Saraikela-Kharsawan,Urban,258746,135563,123183,178645,100786,77859
21,STATE,ODISHA,Total,41974218,21212136,20762082,26742595,15089681,11652914
21,STATE,ODISHA,Rural,34970562,17586203,17384359,21377915,12154552,9223363
21,STATE,ODISHA,Urban,7003656,3625933,3377723,5364680,2935129,2429551
21,DISTRICT,Bargarh,Total,1481255,749161,732094,983783,557217,426566
21,DISTRICT,Bargarh,Rural,1331145,672603,658542,869172,494987,374185
21,DISTRICT,Bargarh,Urban,150110,76558,73552,114611,62230,52381
21,DISTRICT,Jharsuguda,Total,579505,296690,282815,405879,228092,177787
21,DISTRICT,Jharsuguda,Rural,348340,176162,172178,234962,132448,102514
21,DISTRICT,Jharsuguda,Urban,231165,120528,110637,170917,95644,75273
21,DISTRICT,Sambalpur,Total,1041099,526877,514222,703691,393192,310499
21,DISTRICT,Sambalpur,Rural,733006,368692,364314,470897,266228,204669
21,DISTRICT,Sambalpur,Urban,308093,158185,149908,232794,126964,105830
21,DISTRICT,Debagarh,Total,312520,158230,154290,197819,112649,85170
21,DISTRICT,Debagarh,Rural,290130,146666,143464,181300,103536,77764
21,DISTRICT,Debagarh,Urban,22390,11564,10826,16519,9113,7406
21,DISTRICT,Sundargarh,Total,2093437,1061147,1032290,1342322,750147,592175
21,DISTRICT,Sundargarh,Rural,1355340,676068,679272,782147,441493,340654
21,DISTRICT,Sundargarh,Urban,738097,385079,353018,560175,308654,251521
21,DISTRICT,Kendujhar,Total,1801733,906487,895246,1052518,605119,447399
21,DISTRICT,Kendujhar,Rural,1548674,774667,774007,880689,507316,373373
21,DISTRICT,Kendujhar,Urban,253059,131820,121239,171829,97803,74026
21,DISTRICT,Mayurbhanj,Total,2519738,1256213,1263525,1369397,794171,575226
21,DISTRICT,Mayurbhanj,Rural,2326842,1157576,1169266,1220428,713913,506515
21,DISTRICT,Mayurbhanj,Urban,192896,98637,94259,148969,80258,68711
21,DISTRICT,Baleshwar,Total,2320529,1185787,1134742,1621232,902359,718873
21,DISTRICT,Baleshwar,Rural,2067236,1056466,1010770,1430341,799882,630459
21,DISTRICT,Baleshwar,Urban,253293,129321,123972,190891,102477,88414
21,DISTRICT,Bhadrak,Total,1506337,760260,746077,1094140,596269,497871
21,DISTRICT,Bhadrak,Rural,1320499,665255,655244,964713,525719,438994
21,DISTRICT,Bhadrak,Urban,185838,95005,90833,129427,70550,58877
21,DISTRICT,Kendrapara ,Total,1440361,717814,722547,1089265,579970,509295
21,DISTRICT,Kendrapara ,Rural,1356827,675053,681774,1023485,544759,478726
21,DISTRICT,Kendrapara ,Urban,83534,42761,40773,65780,35211,30569
21,DISTRICT,Jagatsinghapur ,Total,1136971,577865,559106,889027,481049,407978
21,DISTRICT,Jagatsinghapur ,Rural,1020991,516813,504178,798202,430959,367243
21,DISTRICT,Jagatsinghapur ,Urban,115980,61052,54928,90825,50090,40735
21,DISTRICT,Cuttack,Total,2624470,1352760,1271710,2011469,1103033,908436
21,DISTRICT,Cuttack,Rural,1888423,970885,917538,1407978,780022,627956
21,DISTRICT,Cuttack,Urban,736047,381875,354172,603491,323011,280480
21,DISTRICT,Jajapur  ,Total,1827192,926034,901158,1290455,706396,584059
21,DISTRICT,Jajapur  ,Rural,1692095,856539,835556,1188483,651153,537330
21,DISTRICT,Jajapur  ,Urban,135097,69495,65602,101972,55243,46729
21,DISTRICT,Dhenkanal,Total,1192811,612593,580218,829910,464093,365817
21,DISTRICT,Dhenkanal,Rural,1075305,551326,523979,735523,412767,322756
21,DISTRICT,Dhenkanal,Urban,117506,61267,56239,94387,51326,43061
21,DISTRICT,Anugul  ,Total,1273821,655718,618103,869456,494425,375031
21,DISTRICT,Anugul  ,Rural,1067275,546385,520890,709069,404772,304297
21,DISTRICT,Anugul  ,Urban,206546,109333,97213,160387,89653,70734
21,DISTRICT,Nayagarh  ,Total,962789,502636,460153,688362,392333,296029
21,DISTRICT,Nayagarh  ,Rural,883051,461019,422032,625345,357687,267658
21,DISTRICT,Nayagarh  ,Urban,79738,41617,38121,63017,34646,28371
21,DISTRICT,Khordha ,Total,2251673,1167137,1084536,1749936,957515,792421
21,DISTRICT,Khordha ,Rural,1167357,595809,571548,859680,471689,387991
21,DISTRICT,Khordha ,Urban,1084316,571328,512988,890256,485826,404430
21,DISTRICT,Puri,Total,1698730,865380,833350,1291939,704857,587082
21,DISTRICT,Puri,Rural,1433800,728213,705587,1082202,591850,490352
21,DISTRICT,Puri,Urban,264930,137167,127763,209737,113007,96730
21,DISTRICT,Ganjam,Total,3529031,1779218,1749813,2210050,1262652,947398
21,DISTRICT,Ganjam,Rural,2761030,1383636,1377394,1635150,945712,689438
21,DISTRICT,Ganjam,Urban,768001,395582,372419,574900,316940,257960
21,DISTRICT,Gajapati,Total,577817,282882,294935,262537,153663,108874
21,DISTRICT,Gajapati,Rural,507151,247655,259496,213160,126934,86226
21,DISTRICT,Gajapati,Urban,70666,35227,35439,49377,26729,22648
21,DISTRICT,Kandhamal,Total,733110,359945,373165,399786,233900,165886
21,DISTRICT,Kandhamal,Rural,660831,323523,337308,343893,203797,140096
21,DISTRICT,Kandhamal,Urban,72279,36422,35857,55893,30103,25790
21,DISTRICT,Baudh,Total,441162,221625,219537,271612,158648,112964
21,DISTRICT,Baudh,Rural,420738,211133,209605,255716,149864,105852
21,DISTRICT,Baudh,Urban,20424,10492,9932,15896,8784,7112
21,DISTRICT,Subarnapur,Total,610183,311312,298871,398421,230393,168028
21,DISTRICT,Subarnapur,Rural,560242,285634,274608,361498,209666,151832
21,DISTRICT,Subarnapur,Urban,49941,25678,24263,36923,20727,16196
21,DISTRICT,Balangir,Total,1648997,830097,818900,927260,545672,381588
21,DISTRICT,Balangir,Rural,1451616,728770,722846,780657,464882,315775
21,DISTRICT,Balangir,Urban,197381,101327,96054,146603,80790,65813
21,DISTRICT,Nuapada,Total,610382,301962,308420,299383,180903,118480
21,DISTRICT,Nuapada,Rural,576328,284792,291536,275864,167937,107927
21,DISTRICT,Nuapada,Urban,34054,17170,16884,23519,12966,10553
21,DISTRICT,Kalahandi,Total,1576869,787101,789768,802036,484177,317859
21,DISTRICT,Kalahandi,Rural,1454882,724646,730236,713762,435330,278432
21,DISTRICT,Kalahandi,Urban,121987,62455,59532,88274,48847,39427
21,DISTRICT,Rayagada  ,Total,967911,471960,495951,407735,241959,165776
21,DISTRICT,Rayagada  ,Rural,820945,397774,423171,305758,185630,120128
21,DISTRICT,Rayagada  ,Urban,146966,74186,72780,101977,56329,45648
21,DISTRICT,Nabarangapur ,Total,1220946,604812,616134,470379,286984,183395
21,DISTRICT,Nabarangapur ,Rural,1133321,560771,572550,410535,254221,156314
21,DISTRICT,Nabarangapur ,Urban,87625,44041,43584,59844,32763,27081
21,DISTRICT,Koraput,Total,1379647,678809,700838,568090,340843,227247
21,DISTRICT,Koraput,Rural,1153478,563771,589707,404425,250926,153499
21,DISTRICT,Koraput,Urban,226169,115038,111131,163665,89917,73748
21,DISTRICT,Malkangiri  ,Total,613192,303624,309568,244706,147001,97705
21,DISTRICT,Malkangiri  ,Rural,563664,277901,285763,212881,128473,84408
21,DISTRICT,Malkangiri  ,Urban,49528,25723,23805,31825,18528,13297
22,STATE,CHHATTISGARH,Total,25545198,12832895,12712303,15379922,8807893,6572029
22,STATE,CHHATTISGARH,Rural,19607961,9797426,9810535,11008956,6403012,4605944
22,STATE,CHHATTISGARH,Urban,5937237,3035469,2901768,4370966,2404881,1966085
22,DISTRICT,Koriya,Total,658917,334737,324180,397823,229923,167900
22,DISTRICT,Koriya,Rural,453618,228338,225280,249156,145851,103305
22,DISTRICT,Koriya,Urban,205299,106399,98900,148667,84072,64595
22,DISTRICT,Surguja,Total,2359886,1193129,1166757,1187941,694686,493255
22,DISTRICT,Surguja,Rural,2116965,1067908,1049057,1008398,596287,412111
22,DISTRICT,Surguja,Urban,242921,125221,117700,179543,98399,81144
22,DISTRICT,Jashpur ,Total,851669,424747,426922,495415,280656,214759
22,DISTRICT,Jashpur ,Rural,775677,386307,389370,439818,250617,189201
22,DISTRICT,Jashpur ,Urban,75992,38440,37552,55597,30039,25558
22,DISTRICT,Raigarh,Total,1493984,750278,743706,951639,542756,408883
22,DISTRICT,Raigarh,Rural,1247682,623817,623865,768151,441331,326820
22,DISTRICT,Raigarh,Urban,246302,126461,119841,183488,101425,82063
22,DISTRICT,Korba ,Total,1206640,612915,593725,748759,433391,315368
22,DISTRICT,Korba ,Rural,760350,381424,378926,422750,249864,172886
22,DISTRICT,Korba ,Urban,446290,231491,214799,326009,183527,142482
22,DISTRICT,Janjgir - Champa,Total,1619707,815717,803990,1019634,593679,425955
22,DISTRICT,Janjgir - Champa,Rural,1394646,701401,693245,859400,503744,355656
22,DISTRICT,Janjgir - Champa,Urban,225061,114316,110745,160234,89935,70299
22,DISTRICT,Bilaspur,Total,2663629,1351574,1312055,1596560,932474,664086
22,DISTRICT,Bilaspur,Rural,1983759,1002520,981239,1095487,656265,439222
22,DISTRICT,Bilaspur,Urban,679870,349054,330816,501073,276209,224864
22,DISTRICT,Kabeerdham,Total,822526,412058,410468,414167,248503,165664
22,DISTRICT,Kabeerdham,Rural,735131,367941,367190,357301,216986,140315
22,DISTRICT,Kabeerdham,Urban,87395,44117,43278,56866,31517,25349
22,DISTRICT,Rajnandgaon,Total,1537133,762855,774278,1008379,561355,447024
22,DISTRICT,Rajnandgaon,Rural,1264621,626212,638409,802926,451224,351702
22,DISTRICT,Rajnandgaon,Urban,272512,136643,135869,205453,110131,95322
22,DISTRICT,Durg,Total,3343872,1682101,1661771,2303378,1284612,1018766
22,DISTRICT,Durg,Rural,2059107,1026152,1032955,1330153,752220,577933
22,DISTRICT,Durg,Urban,1284765,655949,628816,973225,532392,440833
22,DISTRICT,Raipur,Total,4063872,2048186,2015686,2629749,1493158,1136591
22,DISTRICT,Raipur,Rural,2580583,1288567,1292016,1545714,898298,647416
22,DISTRICT,Raipur,Urban,1483289,759619,723670,1084035,594860,489175
22,DISTRICT,Mahasamund,Total,1032754,511967,520787,637963,364089,273874
22,DISTRICT,Mahasamund,Rural,912602,451691,460911,552067,317171,234896
22,DISTRICT,Mahasamund,Urban,120152,60276,59876,85896,46918,38978
22,DISTRICT,Dhamtari ,Total,799781,397897,401884,546833,303924,242909
22,DISTRICT,Dhamtari ,Rural,650586,323420,327166,435825,244050,191775
22,DISTRICT,Dhamtari ,Urban,149195,74477,74718,111008,59874,51134
22,DISTRICT,Uttar Bastar Kanker,Total,748941,373338,375603,456042,258298,197744
22,DISTRICT,Uttar Bastar Kanker,Rural,672180,335149,337031,396859,227063,169796
22,DISTRICT,Uttar Bastar Kanker,Urban,76761,38189,38572,59183,31235,27948
22,DISTRICT,Bastar,Total,1413199,698487,714712,650863,382335,268528
22,DISTRICT,Bastar,Rural,1219705,600652,619053,511057,305898,205159
22,DISTRICT,Bastar,Urban,193494,97835,95659,139806,76437,63369
22,DISTRICT,Narayanpur,Total,139820,70104,69716,56621,33449,23172
22,DISTRICT,Narayanpur,Rural,117714,58653,59061,40467,24246,16221
22,DISTRICT,Narayanpur,Urban,22106,11451,10655,16154,9203,6951
22,DISTRICT,Dakshin Bastar Dantewada,Total,533638,264142,269496,191237,116529,74708
22,DISTRICT,Dakshin Bastar Dantewada,Rural,437405,213930,223475,125381,78765,46616
22,DISTRICT,Dakshin Bastar Dantewada,Urban,96233,50212,46021,65856,37764,28092
22,DISTRICT,Bijapur,Total,255230,128663,126567,86919,54076,32843
22,DISTRICT,Bijapur,Rural,225630,113344,112286,68046,43132,24914
22,DISTRICT,Bijapur,Urban,29600,15319,14281,18873,10944,7929
23,STATE,MADHYA PRADESH,Total,72626809,37612306,35014503,42851169,25174328,17676841
23,STATE,MADHYA PRADESH,Rural,52557404,27149388,25408016,28281986,17054982,11227004
23,STATE,MADHYA PRADESH,Urban,20069405,10462918,9606487,14569183,8119346,6449837
23,DISTRICT,Sheopur ,Total,687861,361784,326077,328025,208201,119824
23,DISTRICT,Sheopur ,Rural,580509,305360,275149,261053,168393,92660
23,DISTRICT,Sheopur ,Urban,107352,56424,50928,66972,39808,27164
23,DISTRICT,Morena,Total,1965970,1068417,897553,1179685,747652,432033
23,DISTRICT,Morena,Rural,1495508,815218,680290,865686,558748,306938
23,DISTRICT,Morena,Urban,470462,253199,217263,313999,188904,125095
23,DISTRICT,Bhind,Total,1703005,926843,776162,1094917,676513,418404
23,DISTRICT,Bhind,Rural,1270083,694756,575327,800035,501892,298143
23,DISTRICT,Bhind,Urban,432922,232087,200835,294882,174621,120261
23,DISTRICT,Gwalior,Total,2032036,1090327,941709,1357210,803114,554096
23,DISTRICT,Gwalior,Rural,758244,409349,348895,419361,267017,152344
23,DISTRICT,Gwalior,Urban,1273792,680978,592814,937849,536097,401752
23,DISTRICT,Datia,Total,786754,420157,366597,491445,303815,187630
23,DISTRICT,Datia,Rural,604772,323966,280806,365567,230901,134666
23,DISTRICT,Datia,Urban,181982,96191,85791,125878,72914,52964
23,DISTRICT,Shivpuri,Total,1726050,919795,806255,900846,573242,327604
23,DISTRICT,Shivpuri,Rural,1430627,763554,667073,703640,458705,244935
23,DISTRICT,Shivpuri,Urban,295423,156241,139182,197206,114537,82669
23,DISTRICT,Tikamgarh,Total,1445166,760355,684811,747940,459353,288587
23,DISTRICT,Tikamgarh,Rural,1195293,629477,565816,586993,366751,220242
23,DISTRICT,Tikamgarh,Urban,249873,130878,118995,160947,92602,68345
23,DISTRICT,Chhatarpur,Total,1762375,936121,826254,943033,572010,371023
23,DISTRICT,Chhatarpur,Rural,1363359,725273,638086,671558,416937,254621
23,DISTRICT,Chhatarpur,Urban,399016,210848,188168,271475,155073,116402
23,DISTRICT,Panna,Total,1016520,533480,483040,552559,332140,220419
23,DISTRICT,Panna,Rural,891185,467473,423712,465466,282573,182893
23,DISTRICT,Panna,Urban,125335,66007,59328,87093,49567,37526
23,DISTRICT,Sagar,Total,2378458,1256257,1122201,1545719,908607,637112
23,DISTRICT,Sagar,Rural,1669662,884133,785529,1011982,610355,401627
23,DISTRICT,Sagar,Urban,708796,372124,336672,533737,298252,235485
23,DISTRICT,Damoh,Total,1264219,661873,602346,747715,445737,301978
23,DISTRICT,Damoh,Rural,1013668,530471,483197,564140,342733,221407
23,DISTRICT,Damoh,Urban,250551,131402,119149,183575,103004,80571
23,DISTRICT,Satna,Total,2228935,1157495,1071440,1371781,801051,570730
23,DISTRICT,Satna,Rural,1754517,907904,846613,1029244,607280,421964
23,DISTRICT,Satna,Urban,474418,249591,224827,342537,193771,148766
23,DISTRICT,Rewa,Total,2365106,1225100,1140006,1441757,845572,596185
23,DISTRICT,Rewa,Rural,1969321,1017839,951482,1156917,684319,472598
23,DISTRICT,Rewa,Urban,395785,207261,188524,284840,161253,123587
23,DISTRICT,Umaria,Total,644758,330674,314084,356672,210907,145765
23,DISTRICT,Umaria,Rural,534214,273064,261150,279642,166849,112793
23,DISTRICT,Umaria,Urban,110544,57610,52934,77030,44058,32972
23,DISTRICT,Neemuch ,Total,826067,422653,403414,508834,307889,200945
23,DISTRICT,Neemuch ,Rural,580837,295013,285824,330646,206269,124377
23,DISTRICT,Neemuch ,Urban,245230,127640,117590,178188,101620,76568
23,DISTRICT,Mandsaur,Total,1340411,682851,657560,834591,502898,331693
23,DISTRICT,Mandsaur,Rural,1062807,540987,521820,629734,389057,240677
23,DISTRICT,Mandsaur,Urban,277604,141864,135740,204857,113841,91016
23,DISTRICT,Ratlam,Total,1455069,738241,716828,825880,485090,340790
23,DISTRICT,Ratlam,Rural,1020038,516468,503570,507104,311054,196050
23,DISTRICT,Ratlam,Urban,435031,221773,213258,318776,174036,144740
23,DISTRICT,Ujjain,Total,1986864,1016289,970575,1240990,730817,510173
23,DISTRICT,Ujjain,Rural,1207651,616353,591298,671383,416991,254392
23,DISTRICT,Ujjain,Urban,779213,399936,379277,569607,313826,255781
23,DISTRICT,Shajapur,Total,1512681,780520,732161,894612,543509,351103
23,DISTRICT,Shajapur,Rural,1219133,629273,589860,690374,427370,263004
23,DISTRICT,Shajapur,Urban,293548,151247,142301,204238,116139,88099
23,DISTRICT,Dewas,Total,1563715,805359,758356,925369,550716,374653
23,DISTRICT,Dewas,Rural,1111956,571720,540236,604294,369959,234335
23,DISTRICT,Dewas,Urban,451759,233639,218120,321075,180757,140318
23,DISTRICT,Dhar,Total,2185793,1112725,1073068,1077338,638479,438859
23,DISTRICT,Dhar,Rural,1772572,895113,877459,796473,477831,318642
23,DISTRICT,Dhar,Urban,413221,217612,195609,280865,160648,120217
23,DISTRICT,Indore,Total,3276697,1699627,1577070,2309130,1289631,1019499
23,DISTRICT,Indore,Rural,848988,436755,412233,499137,299899,199238
23,DISTRICT,Indore,Urban,2427709,1262872,1164837,1809993,989732,820261
23,DISTRICT,Khargone (West Nimar),Total,1873046,953121,919925,986234,575428,410806
23,DISTRICT,Khargone (West Nimar),Rural,1574190,799396,774794,772789,457771,315018
23,DISTRICT,Khargone (West Nimar),Urban,298856,153725,145131,213445,117657,95788
23,DISTRICT,Barwani ,Total,1385881,699340,686541,549926,313642,236284
23,DISTRICT,Barwani ,Rural,1181812,594907,586905,413152,238262,174890
23,DISTRICT,Barwani ,Urban,204069,104433,99636,136774,75380,61394
23,DISTRICT,Rajgarh,Total,1545814,790212,755602,804245,488797,315448
23,DISTRICT,Rajgarh,Rural,1269357,648407,620950,620313,384594,235719
23,DISTRICT,Rajgarh,Urban,276457,141805,134652,183932,104203,79729
23,DISTRICT,Vidisha,Total,1458875,769568,689307,862918,512344,350574
23,DISTRICT,Vidisha,Rural,1119257,591962,527295,624193,379182,245011
23,DISTRICT,Vidisha,Urban,339618,177606,162012,238725,133162,105563
23,DISTRICT,Bhopal,Total,2371061,1236130,1134931,1660690,920314,740376
23,DISTRICT,Bhopal,Rural,454010,238025,215985,254810,153144,101666
23,DISTRICT,Bhopal,Urban,1917051,998105,918946,1405880,767170,638710
23,DISTRICT,Sehore,Total,1311332,683743,627589,780362,469208,311154
23,DISTRICT,Sehore,Rural,1062870,554636,508234,603846,370658,233188
23,DISTRICT,Sehore,Urban,248462,129107,119355,176516,98550,77966
23,DISTRICT,Raisen,Total,1331597,700358,631239,820220,479093,341127
23,DISTRICT,Raisen,Rural,1028172,539960,488212,607949,358832,249117
23,DISTRICT,Raisen,Urban,303425,160398,143027,212271,120261,92010
23,DISTRICT,Betul,Total,1575362,799236,776126,939769,529783,409986
23,DISTRICT,Betul,Rural,1266211,640358,625853,700098,400175,299923
23,DISTRICT,Betul,Urban,309151,158878,150273,239671,129608,110063
23,DISTRICT,Harda ,Total,570465,294838,275627,352550,203807,148743
23,DISTRICT,Harda ,Rural,451101,233312,217789,261229,154040,107189
23,DISTRICT,Harda ,Urban,119364,61526,57838,91321,49767,41554
23,DISTRICT,Hoshangabad,Total,1241350,648725,592625,810644,469199,341445
23,DISTRICT,Hoshangabad,Rural,851364,445062,406302,510211,303089,207122
23,DISTRICT,Hoshangabad,Urban,389986,203663,186323,300433,166110,134323
23,DISTRICT,Katni ,Total,1292042,662013,630029,790773,460583,330190
23,DISTRICT,Katni ,Rural,1028499,525188,503311,592952,351840,241112
23,DISTRICT,Katni ,Urban,263543,136825,126718,197821,108743,89078
23,DISTRICT,Jabalpur,Total,2463289,1277278,1186011,1756468,980307,776161
23,DISTRICT,Jabalpur,Rural,1023255,527031,496224,637824,371345,266479
23,DISTRICT,Jabalpur,Urban,1440034,750247,689787,1118644,608962,509682
23,DISTRICT,Narsimhapur,Total,1091854,568810,523044,718785,413491,305294
23,DISTRICT,Narsimhapur,Rural,888314,462699,425615,562087,327734,234353
23,DISTRICT,Narsimhapur,Urban,203540,106111,97429,156698,85757,70941
23,DISTRICT,Dindori ,Total,704524,351913,352611,378714,222759,155955
23,DISTRICT,Dindori ,Rural,672206,335393,336813,354842,209532,145310
23,DISTRICT,Dindori ,Urban,32318,16520,15798,23872,13227,10645
23,DISTRICT,Mandla,Total,1054905,525272,529633,604962,348033,256929
23,DISTRICT,Mandla,Rural,924716,459151,465565,503725,293753,209972
23,DISTRICT,Mandla,Urban,130189,66121,64068,101237,54280,46957
23,DISTRICT,Chhindwara,Total,2090922,1064468,1026454,1294198,731294,562904
23,DISTRICT,Chhindwara,Rural,1585739,806199,779540,907838,522433,385405
23,DISTRICT,Chhindwara,Urban,505183,258269,246914,386360,208861,177499
23,DISTRICT,Seoni,Total,1379131,695879,683252,864194,485341,378853
23,DISTRICT,Seoni,Rural,1215241,612314,602927,734368,416105,318263
23,DISTRICT,Seoni,Urban,163890,83565,80325,129826,69236,60590
23,DISTRICT,Balaghat,Total,1701698,842178,859520,1147623,626468,521155
23,DISTRICT,Balaghat,Rural,1456882,719794,737088,960218,527089,433129
23,DISTRICT,Balaghat,Urban,244816,122384,122432,187405,99379,88026
23,DISTRICT,Guna,Total,1241519,649362,592157,653980,400537,253443
23,DISTRICT,Guna,Rural,928844,486127,442717,447170,281493,165677
23,DISTRICT,Guna,Urban,312675,163235,149440,206810,119044,87766
23,DISTRICT,Ashoknagar,Total,845071,443837,401234,469109,290304,178805
